Wall time,Step,Value
1746836798.1501787,0,0.7150676846504211
1746837138.1226985,1,0.7136743664741516
1746837477.617273,2,0.7233280539512634
1746837816.7286541,3,0.7271098494529724
1746838153.6423113,4,0.7265127301216125
1746838490.4018312,5,0.7317874431610107
1746838827.1304882,6,0.7178543210029602
1746839163.646057,7,0.7114848494529724
1746839500.2996566,8,0.7230294346809387
1746839836.7616432,9,0.7274084687232971
1746840173.3465643,10,0.7283041477203369
1746840510.072523,11,0.7234275341033936
1746840846.7443116,12,0.7265127301216125
1746841183.2466886,13,0.7270103693008423
1746841519.9533544,14,0.728204607963562
1746841856.6608393,15,0.7338773608207703
1746842193.2376986,16,0.7323845624923706
1746842529.84613,17,0.7354697585105896
1746842866.421696,18,0.7304936051368713
1746843203.2696881,19,0.7237260937690735
1746843539.8022604,20,0.7304936051368713
1746843876.3642654,21,0.7262141704559326
1746844212.9561927,22,0.7338773608207703
1746844549.5877237,23,0.7292993664741516
1746844886.0460901,24,0.7266122698783875
1746845222.6354644,25,0.7287022471427917
1746845558.7884648,26,0.7430334687232971
1746845895.3229973,27,0.7386544346809387
1746846231.6439307,28,0.7331807613372803
1746846567.8102806,29,0.7321854829788208
1746846904.2420852,30,0.7371616363525391
1746847240.7195718,31,0.7351711988449097
1746847577.288013,32,0.7359673380851746
1746847913.5226557,33,0.7362658977508545
1746848250.0614316,34,0.7334793210029602
1746848586.6221638,35,0.737957775592804
1746848923.2127607,36,0.7371616363525391
1746849259.7387013,37,0.7387539744377136
1746849596.1893036,38,0.7361664175987244
1746849932.6928341,39,0.7382563948631287
1746850268.9942257,40,0.7434315085411072
1746850605.4036214,41,0.7403463125228882
1746850941.8832843,42,0.7441281676292419
1746851278.2431448,43,0.7321854829788208
1746851614.6754463,44,0.7383558750152588
1746851951.0559487,45,0.7453224658966064
1746852287.293207,46,0.7442277073860168
1746852623.7160301,47,0.746715784072876
1746852960.1511867,48,0.7427348494529724
1746853296.3793225,49,0.7408439517021179
1746853632.80569,50,0.7440286874771118
1746853969.2063086,51,0.7442277073860168
1746854305.451656,52,0.7366639971733093
1746854641.7695746,53,0.7355692386627197
1746854978.282558,54,0.7400477528572083
1746855314.613371,55,0.7456210255622864
1746855650.793617,56,0.7479100227355957
1746855986.7057009,57,0.741042971611023
1746856323.0614743,58,0.7385549545288086
1746856659.5314078,59,0.7450239062309265
1746856995.9803462,60,0.7444267272949219
1746857332.3072033,61,0.7442277073860168
1746857668.7203465,62,0.7473129034042358
1746858005.2116616,63,0.7466162443161011
1746858341.3856606,64,0.7392516136169434
1746858677.5083206,65,0.7472133636474609
1746859013.7309031,66,0.7445262670516968
1746859349.989683,67,0.7474124431610107
1746859686.1861157,68,0.7437300682067871
1746860022.4814665,69,0.7466162443161011
1746860358.8057399,70,0.7397491931915283
1746860695.2628312,71,0.7519904375076294
1746861031.4764185,72,0.7495023608207703
1746861367.5866547,73,0.7522889971733093
1746861703.7741375,74,0.746715784072876
1746862040.0959063,75,0.749800980091095
1746862376.5566723,76,0.7454219460487366
1746862712.8964112,77,0.7425358295440674
1746863049.3124986,78,0.7456210255622864
1746863385.518005,79,0.746417224407196
1746863721.7052565,80,0.7455214858055115
1746864058.0657506,81,0.7527866363525391
1746864394.4369497,82,0.7451233863830566
1746864730.905792,83,0.7416401505470276
1746865067.3288805,84,0.7442277073860168
1746865403.8299253,85,0.7460191249847412
1746865740.4238453,86,0.7400477528572083
1746866076.6565392,87,0.7482085824012756
1746866412.9333408,88,0.7425358295440674
1746866749.1975155,89,0.7459195852279663
1746867085.573725,90,0.7499004602432251
1746867421.6702983,91,0.7367635369300842
1746867757.942172,92,0.7534832954406738
1746868094.3653665,93,0.7473129034042358
1746868430.6009984,94,0.7477110028266907
1746868766.8764725,95,0.7445262670516968
1746869103.2101545,96,0.7491043210029602
1746869439.5763996,97,0.7480095624923706
1746869775.9905448,98,0.7473129034042358
1746870112.3195794,99,0.7478104829788208
