Wall time,Step,Value
1746647080.3632615,0,0.25529998540878296
1746647418.9881938,1,0.31382501125335693
1746647756.9411154,2,0.3540250062942505
1746648094.726979,3,0.3887749910354614
1746648432.4294267,4,0.41187500953674316
1746648770.193493,5,0.4347749948501587
1746649107.9680347,6,0.45034998655319214
1746649445.6822915,7,0.4660249948501587
1746649783.373917,8,0.4811750054359436
1746650121.009155,9,0.49482500553131104
1746650458.6532216,10,0.5080749988555908
1746650796.3270957,11,0.5170000195503235
1746651133.9392142,12,0.524150013923645
1746651471.4833248,13,0.5349000096321106
1746651809.111065,14,0.5412499904632568
1746652146.8197536,15,0.5476999878883362
1746652484.599411,16,0.5542500019073486
1746652822.1207635,17,0.5616999864578247
1746653159.6383853,18,0.5698750019073486
1746653497.1289492,19,0.574275016784668
1746653834.561026,20,0.5807999968528748
1746654172.295073,21,0.5855749845504761
1746654509.9509819,22,0.5903750061988831
1746654847.6312447,23,0.5982249975204468
1746655185.3061924,24,0.5999000072479248
1746655522.8181133,25,0.6066750288009644
1746655860.5419009,26,0.6100749969482422
1746656198.152045,27,0.6168000102043152
1746656535.5723648,28,0.6219750046730042
1746656872.9266844,29,0.626550018787384
1746657210.2176914,30,0.6317499876022339
1746657547.5549772,31,0.6335499882698059
1746657885.0083528,32,0.6390500068664551
1746658222.3639734,33,0.6440749764442444
1746658559.6441634,34,0.6479750275611877
1746658897.2370725,35,0.6498249769210815
1746659234.4674423,36,0.6547999978065491
1746659571.8256238,37,0.6571750044822693
1746659909.1662073,38,0.6623749732971191
1746660246.5866778,39,0.6673250198364258
1746660583.9294653,40,0.6693750023841858
1746660921.2380571,41,0.6725249886512756
1746661258.7660568,42,0.6754000186920166
1746661596.0007737,43,0.6787999868392944
1746661933.459938,44,0.682699978351593
1746662270.8920581,45,0.6851750016212463
1746662608.2294314,46,0.6855250000953674
1746662945.5338554,47,0.692300021648407
1746663282.787401,48,0.694100022315979
1746663620.00538,49,0.694599986076355
1746663957.159334,50,0.6978499889373779
1746664294.565094,51,0.6999499797821045
1746664631.4920106,52,0.7048249840736389
1746664968.6882422,53,0.7058249711990356
1746665305.6495383,54,0.7089250087738037
1746665642.8205585,55,0.7115749716758728
1746665980.0267072,56,0.7125750184059143
1746666317.1573794,57,0.7154750227928162
1746666654.2788992,58,0.7194499969482422
1746666991.4238322,59,0.7204999923706055
1746667328.6522944,60,0.7235749959945679
1746667665.7948174,61,0.7270249724388123
1746668003.1551752,62,0.7288749814033508
1746668340.3314414,63,0.7292749881744385
1746668677.4820797,64,0.7330499887466431
1746669014.4314296,65,0.7334499955177307
1746669351.440799,66,0.7388250231742859
1746669688.74804,67,0.7370250225067139
1746670025.822951,68,0.7423250079154968
1746670362.9782445,69,0.7431250214576721
1746670700.1383555,70,0.7447249889373779
1746671037.429361,71,0.7458750009536743
1746671374.777125,72,0.7483749985694885
1746671712.0703642,73,0.7515749931335449
1746672049.1623955,74,0.7540000081062317
1746672386.2902153,75,0.7548999786376953
1746672723.8070123,76,0.7549499869346619
1746673061.1225271,77,0.7594000101089478
1746673398.3316052,78,0.758400022983551
1746673735.4319136,79,0.7615500092506409
1746674072.810328,80,0.7638499736785889
1746674410.0273445,81,0.7654250264167786
1746674747.150131,82,0.769225001335144
1746675084.1538458,83,0.7677000164985657
1746675421.1532476,84,0.7720500230789185
1746675758.1511295,85,0.7707750201225281
1746676095.2102046,86,0.7719500064849854
1746676432.1117613,87,0.7760499715805054
1746676769.1468732,88,0.7770749926567078
1746677106.3264556,89,0.7789999842643738
1746677443.5487676,90,0.7801250219345093
1746677780.8453803,91,0.7804750204086304
1746678117.9649594,92,0.7844750285148621
1746678455.267661,93,0.7847499847412109
1746678792.3958447,94,0.7893249988555908
1746679129.6190553,95,0.7878249883651733
1746679466.8922899,96,0.7878999710083008
1746679804.484417,97,0.7921749949455261
1746680141.6302683,98,0.7924249768257141
1746680478.712806,99,0.7947499752044678
